IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-20: Q8TEB1, Distance: 1.576
Nearest neighbor-21: Q4P553, Distance: 1.587
Nearest neighbor-22: Q05B30, Distance: 1.587
Nearest neighbor-23: P0CS37, Distance: 1.603
Nearest neighbor-24: Q4R4I8, Distance: 1.613
Nearest neighbor-25: A3GFE3, Distance: 1.614
Nearest neighbor-26: B4GMG4, Distance: 1.636
Nearest neighbor-27: P0DL28, Distance: 1.636
Nearest neighbor-28: Q4ICG8, Distance: 1.644
Nearest neighbor-29: A5DSU5, Distance: 1.647
Nearest neighbor-30: P12917, Distance: 1.647
Nearest neighbor-31: Q9FMU5, Distance: 1.667
Nearest neighbor-32: Q8BH57, Distance: 1.672
Nearest neighbor-33: B3H5K9, Distance: 1.675
Nearest neighbor-34: Q6TEN6, Distance: 1.702
Nearest neighbor-35: P0CP30, Distance: 1.702
Nearest neighbor-36: C8V7C7, Distance: 1.717
Nearest neighbor-37: Q7SEZ0, Distance: 1.718
Nearest neighbor-38: Q9LTA6, Distance: 1.730
Nearest neighbor-39: Q2PAY2, Distance: 1.733
Nearest neighbor-40: A4IGH4, Distance: 1.735
Nearest neighbor-41: B3P4F8, Distance: 1.750
Nearest neighbor-42: B4J8H6, Distance: 1.775
Nearest neighbor-43: B4GIJ0, Distance: 1.793
Nearest neighbor-44: P0CN67, Distance: 1.819
Nearest neighbor-45: P37841, Distance: 1.823
Nearest neighbor-46: Q4WPW5, Distance: 1.836
Nearest neighbor-47: Q63836, Distance: 1.875
Nearest neighbor-48: P0DUL5, Distance: 1.979
Nearest neighbor-49: Q5ASR2, Distance: 2.018
Nearest neighbor-50: A2ZW16, Distance: 2.149

Query: A0A002
Nearest neighbor-1: Q03024, Distance: 1.503
Nearest neighbor-2: Q51719, Distance: 1.778
Nearest neighbor-3: Q82MV1, Distance: 1.793
Nearest neighbor-4: A0K739, Distance: 1.826
Nearest neighbor-5: P9WQJ4, Distance: 1.892
Nearest neighbor-6: Q7VZE5, Distance: 1.898
Nearest neighbor-7: Q7WGW1, Distance: 1.899
Nearest neighbor-8: Q2J3T0, Distance: 1.936
Nearest neighbor-9: Q21BF6, Distance: 1.937
Nearest neighbor-10: Q6NDA6, Distance: 1.957
Nearest neighbor-11: Q9RKQ4, Distance: 1.961
Nearest neighbor-12: Q13RD3, Distance: 1.970
Nearest neighbor-13: Q67JX3, Distance: 1.973
Nearest neighbor-14: Q2T751, Distance: 1.979
Nearest neighbor-15: Q5PKT6, Distance: 1.999
Nearest neighbor-16: Q89ER4, Distance: 2.011
Nearest neighbor-17: Q1QR47, Distance: 2.023
Nearest neighbor-18: Q9HYF9, Distance: 2.025
Nearest neighbor-19: Q87UH7, Distance: 2.047
Nearest neighbor-20: Q63NR0, Distance: 2.071
Nearest neighbor-21: C7MSY6, Distance: 2.128
Nearest neighbor-22: Q0BH79, Distance: 2.129
Nearest neighbor-23: Q62H59, Distance: 2.135
Nearest neighbor-24: Q8GNH6, Distance: 2.145
Nearest neighbor-25: P64708, Distance: 2.150
Nearest neighbor-26: A5WJJ8, Distance: 2.150
Nearest neighbor-27: A4X1R6, Distance: 2.156
Nearest neighbor-28: D2Q1C4, Distance: 2.172
Nearest neighbor-29: Q7VZ31, Distance: 2.177
Nearest neighbor-30: Q665B6, Distance: 2.180
Nearest neighbor-31: Q1LPJ9, Distance: 2.186
Nearest neighbor-32: Q82G92, Distance: 2.188
Nearest neighbor-33: Q3KKA1, Distance: 2.212
Nearest neighbor-34: B1VN94, Distance: 2.253
Nearest neighbor-35: Q9PF03, Distance: 2.254
Nearest neighbor-36: Q9HPH7, Distance: 2.263
Nearest neighbor-37: Q66D71, Distance: 2.282
Nearest neighbor-38: Q2G7G7, Distance: 2.288
Nearest neighbor-39: Q987E7, Distance: 2.293
Nearest neighbor-40: Q92W60, Distance: 2.347
Nearest neighbor-41: Q9EX73, Distance: 2.348
Nearest neighbor-42: P0A9U2, Distance: 2.441
Nearest neighbor-43: A9W3H8, Distance: 2.442
Nearest neighbor-44: Q2KAW9, Distance: 2.501
Nearest neighbor-45: Q8XAY7, Distance: 2.520
Nearest neighbor-46: A9IMI9, Distance: 2.544
Nearest neighbor-47: Q7W6L5, Distance: 2.546
Nearest neighbor-48: B2K3G1, Distance: 2.576
Nearest neighbor-49: A1JJ55, Distance: 2.619
Nearest neighbor-50: Q7N3Q4, Distance: 2.773


