IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-17: P0AA17, Distance: 1.215
Nearest neighbor-18: A0A0H3NGY1, Distance: 1.215
Nearest neighbor-19: Q9KM23, Distance: 1.239
Nearest neighbor-20: P96686, Distance: 1.275
Nearest neighbor-21: Q55890, Distance: 1.354
Nearest neighbor-22: Q7A3U5, Distance: 1.360
Nearest neighbor-23: Q5HEP0, Distance: 1.371
Nearest neighbor-24: Q6GFH3, Distance: 1.383
Nearest neighbor-25: Q6G850, Distance: 1.383
Nearest neighbor-26: P44845, Distance: 1.383
Nearest neighbor-27: P23620, Distance: 1.449
Nearest neighbor-28: Q52376, Distance: 1.494
Nearest neighbor-29: Q9ZM64, Distance: 1.744
Nearest neighbor-30: Q8GVV6, Distance: 1.750
Nearest neighbor-31: A6QJN2, Distance: 1.772
Nearest neighbor-32: Q4L8Q7, Distance: 1.818
Nearest neighbor-33: Q2KCH7, Distance: 1.826
Nearest neighbor-34: A5VUU3, Distance: 1.826
Nearest neighbor-35: A9MBQ2, Distance: 1.826
Nearest neighbor-36: Q73RG3, Distance: 1.844
Nearest neighbor-37: Q8D5Z6, Distance: 1.852
Nearest neighbor-38: Q8CR97, Distance: 1.897
Nearest neighbor-39: Q2FY80, Distance: 2.050
Nearest neighbor-40: P44578, Distance: 2.066
Nearest neighbor-41: P54590, Distance: 2.082
Nearest neighbor-42: P0AA93, Distance: 2.098
Nearest neighbor-43: A0PZS6, Distance: 2.121
Nearest neighbor-44: P26778, Distance: 2.136
Nearest neighbor-45: A9VFH8, Distance: 2.154
Nearest neighbor-46: C3P7L0, Distance: 2.154
Nearest neighbor-47: Q819B3, Distance: 2.173
Nearest neighbor-48: Q93CH6, Distance: 2.191
Nearest neighbor-49: P0ACJ1, Distance: 2.257
Nearest neighbor-50: O34886, Distance: 2.321

Query: A0A001
Nearest neighbor-1: Q51719, Distance: 1.770
Nearest neighbor-2: Q63NR0, Distance: 2.024
Nearest neighbor-3: Q9RKQ4, Distance: 2.070
Nearest neighbor-4: A5WJJ8, Distance: 2.081
Nearest neighbor-5: P64708, Distance: 2.081
Nearest neighbor-6: D3KU66, Distance: 2.085
Nearest neighbor-7: A1UKA3, Distance: 2.142
Nearest neighbor-8: P9WGX2, Distance: 2.154
Nearest neighbor-9: P9WIL0, Distance: 2.169
Nearest neighbor-10: A8LVF4, Distance: 2.175
Nearest neighbor-11: B1VLT7, Distance: 2.180
Nearest neighbor-12: B1VN94, Distance: 2.190
Nearest neighbor-13: B8J6V6, Distance: 2.211
Nearest neighbor-14: E1V4F9, Distance: 2.215
Nearest neighbor-15: A0QS28, Distance: 2.223
Nearest neighbor-16: P64866, Distance: 2.292
Nearest neighbor-17: Q9EX73, Distance: 2.300
Nearest neighbor-18: Q1AS21, Distance: 2.302
Nearest neighbor-19: A9INR9, Distance: 2.315
Nearest neighbor-20: A3NWL7, Distance: 2.341
Nearest neighbor-21: Q87BC5, Distance: 2.372
Nearest neighbor-22: A1V2C2, Distance: 2.382
Nearest neighbor-23: Q46XB7, Distance: 2.419
Nearest neighbor-24: B0KGD9, Distance: 2.420
Nearest neighbor-25: A2S291, Distance: 2.422
Nearest neighbor-26: Q9L7M3, Distance: 2.424
Nearest neighbor-27: Q7U1S4, Distance: 2.446
Nearest neighbor-28: Q609F9, Distance: 2.448
Nearest neighbor-29: Q8PN36, Distance: 2.450
Nearest neighbor-30: B0RQ25, Distance: 2.450
Nearest neighbor-31: B2FTB9, Distance: 2.453
Nearest neighbor-32: P67233, Distance: 2.457
Nearest neighbor-33: Q2P4Y9, Distance: 2.460
Nearest neighbor-34: A5E8T9, Distance: 2.464
Nearest neighbor-35: P43904, Distance: 2.467
Nearest neighbor-36: D5AQD5, Distance: 2.480
Nearest neighbor-37: Q28VZ9, Distance: 2.500
Nearest neighbor-38: P9WPW8, Distance: 2.502
Nearest neighbor-39: P9WPW9, Distance: 2.502
Nearest neighbor-40: Q8XU66, Distance: 2.519
Nearest neighbor-41: B0RV00, Distance: 2.557
Nearest neighbor-42: B0U5Z5, Distance: 2.562
Nearest neighbor-43: B8ITV7, Distance: 2.568
Nearest neighbor-44: Q7WF92, Distance: 2.572
Nearest neighbor-45: P9WFY4, Distance: 2.581
Nearest neighbor-46: Q8PQ21, Distance: 2.599
Nearest neighbor-47: Q9I0F2, Distance: 2.728
Nearest neighbor-48: Q0JKZ0, Distance: 2.740
Nearest neighbor-49: Q4UZB8, Distance: 2.745
Nearest neighbor-50: Q9RVP2, Distance: 2.945


