IVFPQ

Query: A0A009HN45
Nearest neighbor-1: A7MSB2, Distance: 0.681
Nearest neighbor-18: P75612, Distance: 2.058
Nearest neighbor-19: B0VRJ4, Distance: 2.063
Nearest neighbor-20: B6EL06, Distance: 2.084
Nearest neighbor-21: A3QHZ8, Distance: 2.106
Nearest neighbor-22: B0V636, Distance: 2.109
Nearest neighbor-23: B1KD54, Distance: 2.110
Nearest neighbor-24: Q5WWF9, Distance: 2.111
Nearest neighbor-25: P20098, Distance: 2.112
Nearest neighbor-26: A6VLF9, Distance: 2.114
Nearest neighbor-27: E1WH94, Distance: 2.116
Nearest neighbor-28: Q9CPH1, Distance: 2.116
Nearest neighbor-29: Q6G4C4, Distance: 2.116
Nearest neighbor-30: B8CI04, Distance: 2.117
Nearest neighbor-31: P54504, Distance: 2.131
Nearest neighbor-32: Q7VM59, Distance: 2.141
Nearest neighbor-33: B4ET17, Distance: 2.150
Nearest neighbor-34: B0V7R3, Distance: 2.152
Nearest neighbor-35: B0BTY3, Distance: 2.168
Nearest neighbor-36: B7MJ93, Distance: 2.193
Nearest neighbor-37: B0UWL8, Distance: 2.206
Nearest neighbor-38: Q7MIT5, Distance: 2.211
Nearest neighbor-39: Q5E320, Distance: 2.226
Nearest neighbor-40: B0VKL3, Distance: 2.238
Nearest neighbor-41: Q0I4C6, Distance: 2.246
Nearest neighbor-42: Q83CQ2, Distance: 2.252
Nearest neighbor-43: O32138, Distance: 2.255
Nearest neighbor-44: Q9KRA6, Distance: 2.269
Nearest neighbor-45: A5F7F2, Distance: 2.279
Nearest neighbor-46: A1ADH3, Distance: 2.291
Nearest neighbor-47: Q0HVY7, Distance: 2.312
Nearest neighbor-48: Q0I208, Distance: 2.332
Nearest neighbor-49: Q9CKD4, Distance: 2.368
Nearest neighbor-50: C4ZU94, Distance: 2.440

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q756D0, Distance: 1.316
Nearest neighbor-10: Q9P7C0, Distance: 1.318
Nearest neighbor-11: A2RAG5, Distance: 1.326
Nearest neighbor-12: O35828, Distance: 1.332
Nearest neighbor-13: Q8VYZ5, Distance: 1.352
Nearest neighbor-14: O82266, Distance: 1.358
Nearest neighbor-15: Q652L2, Distance: 1.370
Nearest neighbor-16: Q20059, Distance: 1.371
Nearest neighbor-17: A8NZM5, Distance: 1.381
Nearest neighbor-18: A1CBB8, Distance: 1.384
Nearest neighbor-19: Q8TEB1, Distance: 1.391
Nearest neighbor-20: Q5NVM2, Distance: 1.393
Nearest neighbor-21: A4IGH4, Distance: 1.400
Nearest neighbor-22: C5DF48, Distance: 1.410
Nearest neighbor-23: A1DE24, Distance: 1.417
Nearest neighbor-24: Q96U88, Distance: 1.420
Nearest neighbor-25: A8XSW2, Distance: 1.420
Nearest neighbor-26: Q4R4I8, Distance: 1.438
Nearest neighbor-27: Q8BX09, Distance: 1.441
Nearest neighbor-28: Q4P553, Distance: 1.446
Nearest neighbor-29: Q9LJN8, Distance: 1.461
Nearest neighbor-30: O43660, Distance: 1.463
Nearest neighbor-31: Q9WUC8, Distance: 1.467
Nearest neighbor-32: Q24246, Distance: 1.475
Nearest neighbor-33: Q8R2N2, Distance: 1.479
Nearest neighbor-34: Q8BH57, Distance: 1.483
Nearest neighbor-35: Q05B30, Distance: 1.487
Nearest neighbor-36: P0CS37, Distance: 1.489
Nearest neighbor-37: Q8GYE0, Distance: 1.491
Nearest neighbor-38: P0DL28, Distance: 1.494
Nearest neighbor-39: O74340, Distance: 1.495
Nearest neighbor-40: Q2T9T9, Distance: 1.498
Nearest neighbor-41: P91341, Distance: 1.510
Nearest neighbor-42: Q6CKE8, Distance: 1.518
Nearest neighbor-43: P54319, Distance: 1.550
Nearest neighbor-44: P0CS40, Distance: 1.550
Nearest neighbor-45: Q6KAU8, Distance: 1.581
Nearest neighbor-46: O14021, Distance: 1.586
Nearest neighbor-47: B4GIJ0, Distance: 1.589
Nearest neighbor-48: Q9Y263, Distance: 1.598
Nearest neighbor-49: Q9P4R5, Distance: 1.629
Nearest neighbor-50: Q7ZTY4, Distance: 1.638


