IVFPQ

Query: A0A002
Nearest neighbor-1: Q51719, Distance: 1.778
Nearest neighbor-17: A3NWL7, Distance: 2.341
Nearest neighbor-18: A5CS51, Distance: 2.350
Nearest neighbor-19: Q9PFN3, Distance: 2.354
Nearest neighbor-20: B7KSC1, Distance: 2.355
Nearest neighbor-21: Q87BC5, Distance: 2.372
Nearest neighbor-22: C6E5S6, Distance: 2.389
Nearest neighbor-23: Q46XB7, Distance: 2.419
Nearest neighbor-24: B0KGD9, Distance: 2.420
Nearest neighbor-25: Q9L7M3, Distance: 2.424
Nearest neighbor-26: A9W3H8, Distance: 2.447
Nearest neighbor-27: Q603L1, Distance: 2.454
Nearest neighbor-28: P67233, Distance: 2.457
Nearest neighbor-29: P43904, Distance: 2.467
Nearest neighbor-30: A5UTG1, Distance: 2.470
Nearest neighbor-31: Q28VZ9, Distance: 2.500
Nearest neighbor-32: P9WPW8, Distance: 2.502
Nearest neighbor-33: P9WPW9, Distance: 2.502
Nearest neighbor-34: A1K3B9, Distance: 2.503
Nearest neighbor-35: Q11CM4, Distance: 2.525
Nearest neighbor-36: Q7WF92, Distance: 2.572
Nearest neighbor-37: Q1C676, Distance: 2.580
Nearest neighbor-38: Q668W7, Distance: 2.580
Nearest neighbor-39: Q13TZ2, Distance: 2.608
Nearest neighbor-40: A4VPB6, Distance: 2.611
Nearest neighbor-41: A0KLP0, Distance: 2.622
Nearest neighbor-42: B0R403, Distance: 2.624
Nearest neighbor-43: Q3IYG9, Distance: 2.624
Nearest neighbor-44: B1LVB8, Distance: 2.631
Nearest neighbor-45: C0RFV7, Distance: 2.663
Nearest neighbor-46: B2S968, Distance: 2.668
Nearest neighbor-47: Q0C6A6, Distance: 2.687
Nearest neighbor-48: Q9I0F2, Distance: 2.728
Nearest neighbor-49: B1YKR3, Distance: 2.730
Nearest neighbor-50: Q478U6, Distance: 2.789

Query: A0A009HLV9
Nearest neighbor-1: P28787, Distance: 0.570
Nearest neighbor-2: Q06065, Distance: 0.887
Nearest neighbor-3: Q5E3W8, Distance: 0.915
Nearest neighbor-4: P23747, Distance: 0.951
Nearest neighbor-5: O87455, Distance: 0.955
Nearest neighbor-6: P59402, Distance: 0.987
Nearest neighbor-7: A8A3I6, Distance: 0.999
Nearest neighbor-8: B6I695, Distance: 1.009
Nearest neighbor-9: A1KU52, Distance: 1.011
Nearest neighbor-10: B7N6T9, Distance: 1.013
Nearest neighbor-11: Q0TEH1, Distance: 1.015
Nearest neighbor-12: P36219, Distance: 1.027
Nearest neighbor-13: B4T3B0, Distance: 1.029
Nearest neighbor-14: B4TT16, Distance: 1.039
Nearest neighbor-15: Q8EEF3, Distance: 1.051
Nearest neighbor-16: P37931, Distance: 1.066
Nearest neighbor-17: B5F3J7, Distance: 1.088
Nearest neighbor-18: P66756, Distance: 1.088
Nearest neighbor-19: P0A812, Distance: 1.095
Nearest neighbor-20: Q15RN6, Distance: 1.100
Nearest neighbor-21: B7NBL1, Distance: 1.103
Nearest neighbor-22: Q03R36, Distance: 1.103
Nearest neighbor-23: Q03YJ6, Distance: 1.105
Nearest neighbor-24: Q220I3, Distance: 1.135
Nearest neighbor-25: P37930, Distance: 1.142
Nearest neighbor-26: B0JY77, Distance: 1.142
Nearest neighbor-27: A1U1B9, Distance: 1.176
Nearest neighbor-28: Q5H2A4, Distance: 1.188
Nearest neighbor-29: Q3BQF5, Distance: 1.191
Nearest neighbor-30: Q13UC0, Distance: 1.192
Nearest neighbor-31: Q7WGB3, Distance: 1.214
Nearest neighbor-32: P0DF50, Distance: 1.220
Nearest neighbor-33: Q88V03, Distance: 1.229
Nearest neighbor-34: Q9KDI8, Distance: 1.240
Nearest neighbor-35: P61529, Distance: 1.248
Nearest neighbor-36: Q503W7, Distance: 1.254
Nearest neighbor-37: Q92BI2, Distance: 1.263
Nearest neighbor-38: C1DRF8, Distance: 1.282
Nearest neighbor-39: Q634C4, Distance: 1.284
Nearest neighbor-40: Q6HDA6, Distance: 1.284
Nearest neighbor-41: Q817W4, Distance: 1.289
Nearest neighbor-42: A5WFF6, Distance: 1.312
Nearest neighbor-43: Q4FTT9, Distance: 1.315
Nearest neighbor-44: O94449, Distance: 1.336
Nearest neighbor-45: P29570, Distance: 1.380
Nearest neighbor-46: P78578, Distance: 1.383
Nearest neighbor-47: B2ISI4, Distance: 1.397
Nearest neighbor-48: A2SQT3, Distance: 1.423
Nearest neighbor-49: B9KKV4, Distance: 1.474
Nearest neighbor-50: Q2RHT7, Distance: 1.495


