IVFFlat

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 0.038
Nearest neighbor-17: C1EQQ8, Distance: 0.090
Nearest neighbor-18: B4F233, Distance: 0.090
Nearest neighbor-19: B9IWP6, Distance: 0.092
Nearest neighbor-20: Q635P6, Distance: 0.092
Nearest neighbor-21: Q2NIP7, Distance: 0.092
Nearest neighbor-22: Q7VP87, Distance: 0.092
Nearest neighbor-23: Q54KZ8, Distance: 0.092
Nearest neighbor-24: Q9CP74, Distance: 0.092
Nearest neighbor-25: Q7MHY6, Distance: 0.092
Nearest neighbor-26: P44150, Distance: 0.093
Nearest neighbor-27: A9KYL6, Distance: 0.093
Nearest neighbor-28: O74738, Distance: 0.093
Nearest neighbor-29: Q65168, Distance: 0.094
Nearest neighbor-30: Q6C2A3, Distance: 0.094
Nearest neighbor-31: P44013, Distance: 0.094
Nearest neighbor-32: A5ISZ2, Distance: 0.094
Nearest neighbor-33: B1VA79, Distance: 0.094
Nearest neighbor-34: Q1Q8I2, Distance: 0.094
Nearest neighbor-35: A9KZ67, Distance: 0.095
Nearest neighbor-36: Q8E9R5, Distance: 0.095
Nearest neighbor-37: B0BTY3, Distance: 0.095
Nearest neighbor-38: Q6YR75, Distance: 0.096
Nearest neighbor-39: P43954, Distance: 0.096
Nearest neighbor-40: B2J946, Distance: 0.096
Nearest neighbor-41: B1KD54, Distance: 0.096
Nearest neighbor-42: A3D8E4, Distance: 0.096
Nearest neighbor-43: Q3IBW7, Distance: 0.096
Nearest neighbor-44: Q8ZNG2, Distance: 0.096
Nearest neighbor-45: P44145, Distance: 0.096
Nearest neighbor-46: B2IYW1, Distance: 0.097
Nearest neighbor-47: E1WH94, Distance: 0.097
Nearest neighbor-48: B0BBT2, Distance: 0.097
Nearest neighbor-49: Q8DRN4, Distance: 0.097
Nearest neighbor-50: Q04N32, Distance: 0.097

Query: A0A009HLV9
Nearest neighbor-1: P28787, Distance: 0.010
Nearest neighbor-2: O87455, Distance: 0.023
Nearest neighbor-3: Q06065, Distance: 0.024
Nearest neighbor-4: Q5E3W8, Distance: 0.025
Nearest neighbor-5: P36219, Distance: 0.025
Nearest neighbor-6: Q3K999, Distance: 0.026
Nearest neighbor-7: A1KU52, Distance: 0.028
Nearest neighbor-8: P23747, Distance: 0.028
Nearest neighbor-9: P59402, Distance: 0.029
Nearest neighbor-10: P37931, Distance: 0.030
Nearest neighbor-11: A8A3I6, Distance: 0.030
Nearest neighbor-12: Q8EEF3, Distance: 0.030
Nearest neighbor-13: B6I695, Distance: 0.030
Nearest neighbor-14: B7N6T9, Distance: 0.031
Nearest neighbor-15: Q0TEH1, Distance: 0.031
Nearest neighbor-16: B4T3B0, Distance: 0.031
Nearest neighbor-17: A5FRK7, Distance: 0.031
Nearest neighbor-18: Q03R36, Distance: 0.031
Nearest neighbor-19: B4TT16, Distance: 0.032
Nearest neighbor-20: Q03YJ6, Distance: 0.032
Nearest neighbor-21: B5F3J7, Distance: 0.032
Nearest neighbor-22: P66756, Distance: 0.032
Nearest neighbor-23: P0A812, Distance: 0.033
Nearest neighbor-24: P37930, Distance: 0.033
Nearest neighbor-25: B7NBL1, Distance: 0.033
Nearest neighbor-26: P71229, Distance: 0.033
Nearest neighbor-27: B0JY77, Distance: 0.034
Nearest neighbor-28: Q220I3, Distance: 0.034
Nearest neighbor-29: Q15RN6, Distance: 0.034
Nearest neighbor-30: A1U1B9, Distance: 0.035
Nearest neighbor-31: Q5H2A4, Distance: 0.035
Nearest neighbor-32: Q13UC0, Distance: 0.036
Nearest neighbor-33: Q3BQF5, Distance: 0.036
Nearest neighbor-34: Q8DEV2, Distance: 0.036
Nearest neighbor-35: Q7WGB3, Distance: 0.037
Nearest neighbor-36: Q83BE0, Distance: 0.038
Nearest neighbor-37: Q9KU18, Distance: 0.038
Nearest neighbor-38: P0DF50, Distance: 0.039
Nearest neighbor-39: A4STH5, Distance: 0.040
Nearest neighbor-40: C1DRF8, Distance: 0.040
Nearest neighbor-41: Q88V03, Distance: 0.040
Nearest neighbor-42: Q3AYH5, Distance: 0.040
Nearest neighbor-43: B4SDZ7, Distance: 0.041
Nearest neighbor-44: Q9KDI8, Distance: 0.041
Nearest neighbor-45: Q817W4, Distance: 0.041
Nearest neighbor-46: B0CDM2, Distance: 0.042
Nearest neighbor-47: Q634C4, Distance: 0.042
Nearest neighbor-48: Q6HDA6, Distance: 0.042
Nearest neighbor-49: P61529, Distance: 0.042
Nearest neighbor-50: Q92BI2, Distance: 0.042


