IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-19: A1CXL0, Distance: 1.532
Nearest neighbor-20: Q96U88, Distance: 1.533
Nearest neighbor-21: Q8CFJ9, Distance: 1.542
Nearest neighbor-22: Q8W4D0, Distance: 1.551
Nearest neighbor-23: Q7XIT1, Distance: 1.566
Nearest neighbor-24: Q8TEB1, Distance: 1.576
Nearest neighbor-25: Q05B30, Distance: 1.587
Nearest neighbor-26: Q9S7I8, Distance: 1.594
Nearest neighbor-27: A3GFE3, Distance: 1.614
Nearest neighbor-28: P0DL28, Distance: 1.636
Nearest neighbor-29: P12917, Distance: 1.647
Nearest neighbor-30: W7N293, Distance: 1.660
Nearest neighbor-31: A1D3A0, Distance: 1.666
Nearest neighbor-32: Q8BH57, Distance: 1.672
Nearest neighbor-33: A2Y5T7, Distance: 1.674
Nearest neighbor-34: Q8TBC3, Distance: 1.676
Nearest neighbor-35: Q7SEZ0, Distance: 1.718
Nearest neighbor-36: O14874, Distance: 1.771
Nearest neighbor-37: A1DB29, Distance: 1.794
Nearest neighbor-38: Q2QX01, Distance: 1.796
Nearest neighbor-39: A2A7Q9, Distance: 1.799
Nearest neighbor-40: P0CN67, Distance: 1.819
Nearest neighbor-41: Q8NDF8, Distance: 1.820
Nearest neighbor-42: Q8QME4, Distance: 1.838
Nearest neighbor-43: Q9W2S3, Distance: 1.844
Nearest neighbor-44: P29304, Distance: 1.851
Nearest neighbor-45: Q63836, Distance: 1.875
Nearest neighbor-46: Q9SFB8, Distance: 1.913
Nearest neighbor-47: Q9I8X5, Distance: 1.958
Nearest neighbor-48: Q8L9W3, Distance: 2.053
Nearest neighbor-49: Q84TJ7, Distance: 2.209
Nearest neighbor-50: Q54K33, Distance: 2.228

Query: A0A002
Nearest neighbor-1: P9WQJ3, Distance: 1.334
Nearest neighbor-2: Q51719, Distance: 1.778
Nearest neighbor-3: Q82MV1, Distance: 1.793
Nearest neighbor-4: A0K739, Distance: 1.826
Nearest neighbor-5: P9WQJ4, Distance: 1.892
Nearest neighbor-6: Q7VZE5, Distance: 1.898
Nearest neighbor-7: Q7WGW1, Distance: 1.899
Nearest neighbor-8: Q2J3T0, Distance: 1.936
Nearest neighbor-9: Q9RKQ4, Distance: 1.961
Nearest neighbor-10: Q67JX3, Distance: 1.973
Nearest neighbor-11: Q2T751, Distance: 1.979
Nearest neighbor-12: Q89ER4, Distance: 2.011
Nearest neighbor-13: Q87UH7, Distance: 2.047
Nearest neighbor-14: Q63NR0, Distance: 2.071
Nearest neighbor-15: O69051, Distance: 2.073
Nearest neighbor-16: Q3KJQ7, Distance: 2.105
Nearest neighbor-17: Q0BH79, Distance: 2.129
Nearest neighbor-18: Q62H59, Distance: 2.135
Nearest neighbor-19: A0K5N5, Distance: 2.137
Nearest neighbor-20: Q8GNH6, Distance: 2.145
Nearest neighbor-21: A5WJJ8, Distance: 2.150
Nearest neighbor-22: P64708, Distance: 2.150
Nearest neighbor-23: A4X1R6, Distance: 2.156
Nearest neighbor-24: Q92N13, Distance: 2.171
Nearest neighbor-25: Q3SQ65, Distance: 2.179
Nearest neighbor-26: Q665B6, Distance: 2.180
Nearest neighbor-27: A5VU86, Distance: 2.183
Nearest neighbor-28: Q82G92, Distance: 2.188
Nearest neighbor-29: Q4KBU0, Distance: 2.199
Nearest neighbor-30: Q3KKA1, Distance: 2.212
Nearest neighbor-31: Q6RCE0, Distance: 2.224
Nearest neighbor-32: Q9HYL7, Distance: 2.226
Nearest neighbor-33: Q576E0, Distance: 2.246
Nearest neighbor-34: Q9PF03, Distance: 2.254
Nearest neighbor-35: Q4UV71, Distance: 2.264
Nearest neighbor-36: Q5P1F3, Distance: 2.270
Nearest neighbor-37: Q9AB70, Distance: 2.306
Nearest neighbor-38: Q2ISN3, Distance: 2.342
Nearest neighbor-39: Q0ASQ1, Distance: 2.352
Nearest neighbor-40: A7ZLX1, Distance: 2.377
Nearest neighbor-41: Q1H0W2, Distance: 2.437
Nearest neighbor-42: P0A9U2, Distance: 2.441
Nearest neighbor-43: Q2W8B4, Distance: 2.542
Nearest neighbor-44: Q82WC8, Distance: 2.544
Nearest neighbor-45: Q56953, Distance: 2.619
Nearest neighbor-46: Q7MFH3, Distance: 2.643
Nearest neighbor-47: Q98FL5, Distance: 2.700
Nearest neighbor-48: Q8DQY5, Distance: 2.758
Nearest neighbor-49: Q9PJX9, Distance: 2.797
Nearest neighbor-50: Q1CFV9, Distance: 2.853


