IVFPQ

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-18: A9MTI2, Distance: 0.987
Nearest neighbor-19: Q5X0E6, Distance: 0.999
Nearest neighbor-20: A4W8C2, Distance: 1.027
Nearest neighbor-21: A7ZY35, Distance: 1.051
Nearest neighbor-22: B7NA78, Distance: 1.051
Nearest neighbor-23: Q3K063, Distance: 1.067
Nearest neighbor-24: B8G8R1, Distance: 1.109
Nearest neighbor-25: A9WT85, Distance: 1.115
Nearest neighbor-26: Q50939, Distance: 1.140
Nearest neighbor-27: Q1JBD1, Distance: 1.148
Nearest neighbor-28: Q99ZA5, Distance: 1.154
Nearest neighbor-29: C0MBD7, Distance: 1.170
Nearest neighbor-30: Q8ZQN7, Distance: 1.172
Nearest neighbor-31: P52126, Distance: 1.176
Nearest neighbor-32: Q54986, Distance: 1.196
Nearest neighbor-33: B1IC35, Distance: 1.199
Nearest neighbor-34: Q47EI2, Distance: 1.202
Nearest neighbor-35: Q884C9, Distance: 1.206
Nearest neighbor-36: A1VDN0, Distance: 1.212
Nearest neighbor-37: Q7W8V6, Distance: 1.219
Nearest neighbor-38: Q03AL7, Distance: 1.219
Nearest neighbor-39: Q3SIK7, Distance: 1.221
Nearest neighbor-40: Q8CWX7, Distance: 1.227
Nearest neighbor-41: A3CNJ9, Distance: 1.237
Nearest neighbor-42: Q49VV6, Distance: 1.241
Nearest neighbor-43: P0C9B2, Distance: 1.249
Nearest neighbor-44: Q71WT9, Distance: 1.288
Nearest neighbor-45: Q88NV1, Distance: 1.306
Nearest neighbor-46: P18074, Distance: 1.364
Nearest neighbor-47: Q641Y8, Distance: 1.395
Nearest neighbor-48: Q9T1Q7, Distance: 1.414
Nearest neighbor-49: Q5NVJ8, Distance: 1.415
Nearest neighbor-50: Q65191, Distance: 1.425

Query: A0A002
Nearest neighbor-1: P9WQJ3, Distance: 1.334
Nearest neighbor-2: Q13BH6, Distance: 1.433
Nearest neighbor-3: Q03024, Distance: 1.503
Nearest neighbor-4: Q20Z38, Distance: 1.530
Nearest neighbor-5: P23886, Distance: 1.758
Nearest neighbor-6: Q51719, Distance: 1.778
Nearest neighbor-7: Q82MV1, Distance: 1.793
Nearest neighbor-8: A0K739, Distance: 1.826
Nearest neighbor-9: Q28433, Distance: 1.852
Nearest neighbor-10: P9WQJ4, Distance: 1.892
Nearest neighbor-11: Q7VZE5, Distance: 1.898
Nearest neighbor-12: Q7WGW1, Distance: 1.899
Nearest neighbor-13: Q2J3T0, Distance: 1.936
Nearest neighbor-14: Q9RKQ4, Distance: 1.961
Nearest neighbor-15: Q89ER4, Distance: 2.011
Nearest neighbor-16: Q0WML0, Distance: 2.025
Nearest neighbor-17: Q83LP0, Distance: 2.071
Nearest neighbor-18: O69051, Distance: 2.073
Nearest neighbor-19: O07550, Distance: 2.075
Nearest neighbor-20: Q5PGH0, Distance: 2.096
Nearest neighbor-21: Q4FS42, Distance: 2.096
Nearest neighbor-22: Q2NUA5, Distance: 2.101
Nearest neighbor-23: Q0BH79, Distance: 2.129
Nearest neighbor-24: Q5E0F2, Distance: 2.133
Nearest neighbor-25: Q62H59, Distance: 2.135
Nearest neighbor-26: A0K5N5, Distance: 2.137
Nearest neighbor-27: Q8GNH6, Distance: 2.145
Nearest neighbor-28: Q4ZZK0, Distance: 2.152
Nearest neighbor-29: A4X1R6, Distance: 2.156
Nearest neighbor-30: Q3SQ65, Distance: 2.179
Nearest neighbor-31: Q665B6, Distance: 2.180
Nearest neighbor-32: A5VU86, Distance: 2.183
Nearest neighbor-33: Q4KBU0, Distance: 2.199
Nearest neighbor-34: Q9WYC4, Distance: 2.204
Nearest neighbor-35: Q3KKA1, Distance: 2.212
Nearest neighbor-36: P54719, Distance: 2.231
Nearest neighbor-37: Q9PF03, Distance: 2.254
Nearest neighbor-38: Q5P1F3, Distance: 2.270
Nearest neighbor-39: Q987E7, Distance: 2.293
Nearest neighbor-40: Q3Z3V4, Distance: 2.329
Nearest neighbor-41: P75796, Distance: 2.335
Nearest neighbor-42: Q92W60, Distance: 2.347
Nearest neighbor-43: B7GQ78, Distance: 2.359
Nearest neighbor-44: Q2A1U9, Distance: 2.360
Nearest neighbor-45: A7ZLX1, Distance: 2.377
Nearest neighbor-46: P0A9U2, Distance: 2.441
Nearest neighbor-47: Q2KAW9, Distance: 2.501
Nearest neighbor-48: Q8XAY7, Distance: 2.520
Nearest neighbor-49: Q56953, Distance: 2.619
Nearest neighbor-50: Q7MFH3, Distance: 2.643


