IVFPQ

Query: A0A010Q8R4
Nearest neighbor-1: Q9P4R5, Distance: 1.221
Nearest neighbor-18: A1CBB8, Distance: 1.384
Nearest neighbor-19: Q8TEB1, Distance: 1.391
Nearest neighbor-20: A4IGH4, Distance: 1.400
Nearest neighbor-21: A1DE24, Distance: 1.417
Nearest neighbor-22: Q96U88, Distance: 1.420
Nearest neighbor-23: A8XSW2, Distance: 1.420
Nearest neighbor-24: G5EEG7, Distance: 1.437
Nearest neighbor-25: Q4P553, Distance: 1.446
Nearest neighbor-26: Q8CFJ9, Distance: 1.451
Nearest neighbor-27: Q9LJN8, Distance: 1.461
Nearest neighbor-28: O43660, Distance: 1.463
Nearest neighbor-29: Q9WUC8, Distance: 1.467
Nearest neighbor-30: Q24246, Distance: 1.475
Nearest neighbor-31: Q8R2N2, Distance: 1.479
Nearest neighbor-32: Q8BH57, Distance: 1.483
Nearest neighbor-33: Q8GYE0, Distance: 1.491
Nearest neighbor-34: P0DL28, Distance: 1.494
Nearest neighbor-35: Q2T9T9, Distance: 1.498
Nearest neighbor-36: Q2UA71, Distance: 1.511
Nearest neighbor-37: Q8C6G8, Distance: 1.512
Nearest neighbor-38: Q6TEN6, Distance: 1.517
Nearest neighbor-39: Q5VQ78, Distance: 1.525
Nearest neighbor-40: P0CS40, Distance: 1.550
Nearest neighbor-41: Q6KAU8, Distance: 1.581
Nearest neighbor-42: O14021, Distance: 1.586
Nearest neighbor-43: B4GIJ0, Distance: 1.589
Nearest neighbor-44: A1CJY4, Distance: 1.602
Nearest neighbor-45: B4J8H6, Distance: 1.603
Nearest neighbor-46: Q7RXH4, Distance: 1.625
Nearest neighbor-47: B0R0D7, Distance: 1.640
Nearest neighbor-48: Q9NV06, Distance: 1.652
Nearest neighbor-49: Q5R654, Distance: 1.671
Nearest neighbor-50: Q8W4D0, Distance: 1.755

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: P44033, Distance: 1.840
Nearest neighbor-4: Q4QLU9, Distance: 1.912
Nearest neighbor-5: A9KYL6, Distance: 1.983
Nearest neighbor-6: B2J946, Distance: 2.005
Nearest neighbor-7: Q7MHY6, Distance: 2.008
Nearest neighbor-8: Q8E9R5, Distance: 2.009
Nearest neighbor-9: A1SW96, Distance: 2.015
Nearest neighbor-10: Q7MAX6, Distance: 2.036
Nearest neighbor-11: Q87PM1, Distance: 2.038
Nearest neighbor-12: A3DA85, Distance: 2.050
Nearest neighbor-13: P75612, Distance: 2.061
Nearest neighbor-14: B0VRJ4, Distance: 2.069
Nearest neighbor-15: B6EL06, Distance: 2.080
Nearest neighbor-16: B8CI04, Distance: 2.113
Nearest neighbor-17: A6VLF9, Distance: 2.119
Nearest neighbor-18: Q9CPH1, Distance: 2.131
Nearest neighbor-19: E1WH94, Distance: 2.133
Nearest neighbor-20: P54504, Distance: 2.133
Nearest neighbor-21: B4ET17, Distance: 2.158
Nearest neighbor-22: B2TWG0, Distance: 2.200
Nearest neighbor-23: B1LNS5, Distance: 2.221
Nearest neighbor-24: P76261, Distance: 2.235
Nearest neighbor-25: Q5E320, Distance: 2.238
Nearest neighbor-26: B1IRN3, Distance: 2.241
Nearest neighbor-27: A8GL74, Distance: 2.241
Nearest neighbor-28: B0VKL3, Distance: 2.245
Nearest neighbor-29: B5BJN9, Distance: 2.251
Nearest neighbor-30: Q5PK68, Distance: 2.251
Nearest neighbor-31: P45544, Distance: 2.256
Nearest neighbor-32: Q9KRA6, Distance: 2.258
Nearest neighbor-33: B5BG31, Distance: 2.259
Nearest neighbor-34: P77473, Distance: 2.267
Nearest neighbor-35: A5F7F2, Distance: 2.268
Nearest neighbor-36: W0T4A7, Distance: 2.312
Nearest neighbor-37: Q0I208, Distance: 2.327
Nearest neighbor-38: Q1CGA8, Distance: 2.330
Nearest neighbor-39: Q9CKD4, Distance: 2.359
Nearest neighbor-40: Q6D3S2, Distance: 2.360
Nearest neighbor-41: Q2NQZ6, Distance: 2.391
Nearest neighbor-42: A8FRM9, Distance: 2.393
Nearest neighbor-43: Q9CN81, Distance: 2.412
Nearest neighbor-44: Q56128, Distance: 2.435
Nearest neighbor-45: Q57R80, Distance: 2.452
Nearest neighbor-46: Q5PGN2, Distance: 2.460
Nearest neighbor-47: O07127, Distance: 2.484
Nearest neighbor-48: P0AFA4, Distance: 2.504
Nearest neighbor-49: Q9RCG7, Distance: 2.543
Nearest neighbor-50: Q486Y7, Distance: 2.549


