IVFPQ

Query: A0A002
Nearest neighbor-1: Q51719, Distance: 1.778
Nearest neighbor-21: Q38YR4, Distance: 1.637
Nearest neighbor-22: Q3MEJ8, Distance: 1.649
Nearest neighbor-23: Q2NQZ6, Distance: 1.651
Nearest neighbor-24: B0BTC2, Distance: 1.657
Nearest neighbor-25: B3ER86, Distance: 1.657
Nearest neighbor-26: P54504, Distance: 1.658
Nearest neighbor-27: Q10X46, Distance: 1.675
Nearest neighbor-28: A6VW36, Distance: 1.691
Nearest neighbor-29: Q1CGA8, Distance: 1.694
Nearest neighbor-30: Q83CQ2, Distance: 1.722
Nearest neighbor-31: P45544, Distance: 1.725
Nearest neighbor-32: Q57R80, Distance: 1.728
Nearest neighbor-33: B0V7R3, Distance: 1.730
Nearest neighbor-34: Q5ZMS2, Distance: 1.751
Nearest neighbor-35: Q5PGN2, Distance: 1.756
Nearest neighbor-36: Q7VQH2, Distance: 1.776
Nearest neighbor-37: P44442, Distance: 1.796
Nearest neighbor-38: Q74SR9, Distance: 1.863
Nearest neighbor-39: B7M8I9, Distance: 1.878
Nearest neighbor-40: Q0T1T1, Distance: 1.878
Nearest neighbor-41: B1XBQ2, Distance: 1.883
Nearest neighbor-42: B2TYI8, Distance: 1.889
Nearest neighbor-43: Q9KD20, Distance: 1.891
Nearest neighbor-44: Q9KU62, Distance: 1.926
Nearest neighbor-45: B8F678, Distance: 1.966
Nearest neighbor-46: B5QTV6, Distance: 1.974
Nearest neighbor-47: A9N0W9, Distance: 1.988
Nearest neighbor-48: Q3IFE5, Distance: 1.996
Nearest neighbor-49: P0A1N7, Distance: 2.085
Nearest neighbor-50: Q21EE6, Distance: 2.090

Query: A0A010Q3W2
Nearest neighbor-1: D1ZEM6, Distance: 1.149
Nearest neighbor-2: Q2UUT4, Distance: 1.179
Nearest neighbor-3: A2QI22, Distance: 1.235
Nearest neighbor-4: P0CS56, Distance: 1.237
Nearest neighbor-5: A1CXL0, Distance: 1.244
Nearest neighbor-6: P0CS29, Distance: 1.286
Nearest neighbor-7: Q9S7I8, Distance: 1.298
Nearest neighbor-8: Q9SU78, Distance: 1.312
Nearest neighbor-9: Q756D0, Distance: 1.316
Nearest neighbor-10: Q9P7C0, Distance: 1.318
Nearest neighbor-11: A2RAG5, Distance: 1.326
Nearest neighbor-12: C1GB49, Distance: 1.326
Nearest neighbor-13: O35828, Distance: 1.332
Nearest neighbor-14: Q8VYZ5, Distance: 1.352
Nearest neighbor-15: O82266, Distance: 1.358
Nearest neighbor-16: Q652L2, Distance: 1.370
Nearest neighbor-17: Q20059, Distance: 1.371
Nearest neighbor-18: A8NZM5, Distance: 1.381
Nearest neighbor-19: A1CBB8, Distance: 1.384
Nearest neighbor-20: Q8TEB1, Distance: 1.391
Nearest neighbor-21: Q5NVM2, Distance: 1.393
Nearest neighbor-22: A4IGH4, Distance: 1.400
Nearest neighbor-23: C5DF48, Distance: 1.410
Nearest neighbor-24: A8XSW2, Distance: 1.420
Nearest neighbor-25: Q4R4I8, Distance: 1.438
Nearest neighbor-26: Q8BX09, Distance: 1.441
Nearest neighbor-27: Q4P553, Distance: 1.446
Nearest neighbor-28: Q8CFJ9, Distance: 1.451
Nearest neighbor-29: Q9LJN8, Distance: 1.461
Nearest neighbor-30: Q8R2N2, Distance: 1.479
Nearest neighbor-31: Q05B30, Distance: 1.487
Nearest neighbor-32: P0CS37, Distance: 1.489
Nearest neighbor-33: Q8GYE0, Distance: 1.491
Nearest neighbor-34: P0DL28, Distance: 1.494
Nearest neighbor-35: O74340, Distance: 1.495
Nearest neighbor-36: Q2T9T9, Distance: 1.498
Nearest neighbor-37: Q8C6G8, Distance: 1.512
Nearest neighbor-38: Q6TEN6, Distance: 1.517
Nearest neighbor-39: P93107, Distance: 1.525
Nearest neighbor-40: P54319, Distance: 1.550
Nearest neighbor-41: P0CS40, Distance: 1.550
Nearest neighbor-42: A6PWY4, Distance: 1.554
Nearest neighbor-43: A2QPW4, Distance: 1.587
Nearest neighbor-44: Q75E14, Distance: 1.631
Nearest neighbor-45: Q9NV06, Distance: 1.652
Nearest neighbor-46: G0SEA3, Distance: 1.714
Nearest neighbor-47: A0A1W2PR48, Distance: 1.719
Nearest neighbor-48: Q8W4D0, Distance: 1.755
Nearest neighbor-49: Q7YR70, Distance: 1.792
Nearest neighbor-50: Q3SWZ7, Distance: 1.882


