IVFPQ

Query: A0A009HQC9
Nearest neighbor-1: Q0HR19, Distance: 0.519
Nearest neighbor-18: A1CBB8, Distance: 1.384
Nearest neighbor-19: Q8TEB1, Distance: 1.391
Nearest neighbor-20: Q5NVM2, Distance: 1.393
Nearest neighbor-21: A4IGH4, Distance: 1.400
Nearest neighbor-22: C5DF48, Distance: 1.410
Nearest neighbor-23: A1DE24, Distance: 1.417
Nearest neighbor-24: Q96U88, Distance: 1.420
Nearest neighbor-25: Q4R4I8, Distance: 1.438
Nearest neighbor-26: Q8BX09, Distance: 1.441
Nearest neighbor-27: Q4P553, Distance: 1.446
Nearest neighbor-28: Q8CFJ9, Distance: 1.451
Nearest neighbor-29: Q9LJN8, Distance: 1.461
Nearest neighbor-30: Q9WUC8, Distance: 1.467
Nearest neighbor-31: Q24246, Distance: 1.475
Nearest neighbor-32: Q8R2N2, Distance: 1.479
Nearest neighbor-33: Q05B30, Distance: 1.487
Nearest neighbor-34: Q8GYE0, Distance: 1.491
Nearest neighbor-35: P0DL28, Distance: 1.494
Nearest neighbor-36: O74340, Distance: 1.495
Nearest neighbor-37: Q2T9T9, Distance: 1.498
Nearest neighbor-38: Q6TEN6, Distance: 1.517
Nearest neighbor-39: Q5VQ78, Distance: 1.525
Nearest neighbor-40: P93107, Distance: 1.525
Nearest neighbor-41: P54319, Distance: 1.550
Nearest neighbor-42: A6PWY4, Distance: 1.554
Nearest neighbor-43: A2QPW4, Distance: 1.587
Nearest neighbor-44: Q9FMU5, Distance: 1.592
Nearest neighbor-45: O14011, Distance: 1.614
Nearest neighbor-46: B0R0D7, Distance: 1.640
Nearest neighbor-47: Q96EE3, Distance: 1.715
Nearest neighbor-48: B4GMG4, Distance: 1.783
Nearest neighbor-49: Q8K406, Distance: 1.830
Nearest neighbor-50: B3P4F8, Distance: 1.880

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: Q4QLU9, Distance: 1.912
Nearest neighbor-4: A1SW96, Distance: 2.015
Nearest neighbor-5: P44150, Distance: 2.020
Nearest neighbor-6: Q12SQ2, Distance: 2.035
Nearest neighbor-7: Q7MAX6, Distance: 2.036
Nearest neighbor-8: B2K7I7, Distance: 2.037
Nearest neighbor-9: Q87PM1, Distance: 2.038
Nearest neighbor-10: A3DA85, Distance: 2.050
Nearest neighbor-11: Q5WWF9, Distance: 2.103
Nearest neighbor-12: Q9CPH1, Distance: 2.131
Nearest neighbor-13: E1WH94, Distance: 2.133
Nearest neighbor-14: P54504, Distance: 2.133
Nearest neighbor-15: A1RP91, Distance: 2.148
Nearest neighbor-16: B7UKC3, Distance: 2.165
Nearest neighbor-17: P47448, Distance: 2.167
Nearest neighbor-18: A1AGU2, Distance: 2.168
Nearest neighbor-19: Q1R5L6, Distance: 2.168
Nearest neighbor-20: P77172, Distance: 2.181
Nearest neighbor-21: P23842, Distance: 2.190
Nearest neighbor-22: B0UWL8, Distance: 2.213
Nearest neighbor-23: Q9CL07, Distance: 2.214
Nearest neighbor-24: P76261, Distance: 2.235
Nearest neighbor-25: Q5E320, Distance: 2.238
Nearest neighbor-26: B0VKL3, Distance: 2.245
Nearest neighbor-27: Q0I4C6, Distance: 2.249
Nearest neighbor-28: P45544, Distance: 2.256
Nearest neighbor-29: Q9KRA6, Distance: 2.258
Nearest neighbor-30: P77473, Distance: 2.267
Nearest neighbor-31: A5F7F2, Distance: 2.268
Nearest neighbor-32: Q0HVY7, Distance: 2.297
Nearest neighbor-33: P0A3A6, Distance: 2.312
Nearest neighbor-34: P0DA68, Distance: 2.312
Nearest neighbor-35: W0T4A7, Distance: 2.312
Nearest neighbor-36: P75363, Distance: 2.319
Nearest neighbor-37: Q55370, Distance: 2.339
Nearest neighbor-38: Q7VQH2, Distance: 2.344
Nearest neighbor-39: Q47282, Distance: 2.347
Nearest neighbor-40: J8CSK2, Distance: 2.441
Nearest neighbor-41: P0AD43, Distance: 2.470
Nearest neighbor-42: Q8DAR7, Distance: 2.494
Nearest neighbor-43: P0AFA4, Distance: 2.504
Nearest neighbor-44: Q3IFE5, Distance: 2.521
Nearest neighbor-45: Q9PQ75, Distance: 2.582
Nearest neighbor-46: Q9BXR3, Distance: 2.683
Nearest neighbor-47: Q8ZRM4, Distance: 2.933
Nearest neighbor-48: C0Q6M7, Distance: 2.943
Nearest neighbor-49: B4TK80, Distance: 2.948
Nearest neighbor-50: B4TYG5, Distance: 2.948


