IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-18: Q0BH79, Distance: 2.129
Nearest neighbor-19: Q62H59, Distance: 2.135
Nearest neighbor-20: A0K5N5, Distance: 2.137
Nearest neighbor-21: Q8GNH6, Distance: 2.145
Nearest neighbor-22: Q4ZZK0, Distance: 2.152
Nearest neighbor-23: Q7VZ31, Distance: 2.177
Nearest neighbor-24: Q3SQ65, Distance: 2.179
Nearest neighbor-25: Q665B6, Distance: 2.180
Nearest neighbor-26: A5VU86, Distance: 2.183
Nearest neighbor-27: Q1LPJ9, Distance: 2.186
Nearest neighbor-28: Q4KBU0, Distance: 2.199
Nearest neighbor-29: Q3KKA1, Distance: 2.212
Nearest neighbor-30: Q9HYL7, Distance: 2.226
Nearest neighbor-31: Q8Y0C6, Distance: 2.232
Nearest neighbor-32: Q9PF03, Distance: 2.254
Nearest neighbor-33: Q3KJS6, Distance: 2.264
Nearest neighbor-34: Q5P1F3, Distance: 2.270
Nearest neighbor-35: Q66D71, Distance: 2.282
Nearest neighbor-36: Q2G7G7, Distance: 2.288
Nearest neighbor-37: Q987E7, Distance: 2.293
Nearest neighbor-38: Q9AB70, Distance: 2.306
Nearest neighbor-39: Q3Z3V4, Distance: 2.329
Nearest neighbor-40: P75796, Distance: 2.335
Nearest neighbor-41: Q92W60, Distance: 2.347
Nearest neighbor-42: Q0ASQ1, Distance: 2.352
Nearest neighbor-43: B4TGI0, Distance: 2.353
Nearest neighbor-44: A7ZLX1, Distance: 2.377
Nearest neighbor-45: Q1H0W2, Distance: 2.437
Nearest neighbor-46: P0A9U2, Distance: 2.441
Nearest neighbor-47: Q2KAW9, Distance: 2.501
Nearest neighbor-48: Q8XAY7, Distance: 2.520
Nearest neighbor-49: Q8ZQR6, Distance: 2.536
Nearest neighbor-50: Q56953, Distance: 2.619

Query: A0A001
Nearest neighbor-1: Q03024, Distance: 1.465
Nearest neighbor-2: A0K739, Distance: 1.761
Nearest neighbor-3: Q8P8W4, Distance: 1.770
Nearest neighbor-4: Q51719, Distance: 1.770
Nearest neighbor-5: P23886, Distance: 1.808
Nearest neighbor-6: Q21BF6, Distance: 1.831
Nearest neighbor-7: Q82MV1, Distance: 1.872
Nearest neighbor-8: P9WQJ4, Distance: 1.903
Nearest neighbor-9: Q7WGW1, Distance: 1.919
Nearest neighbor-10: Q7VZE5, Distance: 1.923
Nearest neighbor-11: Q2J3T0, Distance: 1.965
Nearest neighbor-12: Q63NR0, Distance: 2.024
Nearest neighbor-13: Q2T751, Distance: 2.038
Nearest neighbor-14: Q89ER4, Distance: 2.054
Nearest neighbor-15: P64708, Distance: 2.081
Nearest neighbor-16: A5WJJ8, Distance: 2.081
Nearest neighbor-17: D3KU66, Distance: 2.085
Nearest neighbor-18: Q62H59, Distance: 2.092
Nearest neighbor-19: A4X1R6, Distance: 2.124
Nearest neighbor-20: O69051, Distance: 2.125
Nearest neighbor-21: Q4ZZK0, Distance: 2.161
Nearest neighbor-22: Q82G92, Distance: 2.164
Nearest neighbor-23: Q0BH79, Distance: 2.180
Nearest neighbor-24: Q3SQ65, Distance: 2.188
Nearest neighbor-25: A0K5N5, Distance: 2.193
Nearest neighbor-26: Q8GNH6, Distance: 2.205
Nearest neighbor-27: Q665B6, Distance: 2.223
Nearest neighbor-28: A0QS28, Distance: 2.223
Nearest neighbor-29: A5VU86, Distance: 2.223
Nearest neighbor-30: Q66D71, Distance: 2.255
Nearest neighbor-31: Q4KBU0, Distance: 2.270
Nearest neighbor-32: C5C246, Distance: 2.273
Nearest neighbor-33: Q987E7, Distance: 2.279
Nearest neighbor-34: Q3KKA1, Distance: 2.281
Nearest neighbor-35: Q9PF03, Distance: 2.282
Nearest neighbor-36: Q5P1F3, Distance: 2.287
Nearest neighbor-37: Q3KJS6, Distance: 2.299
Nearest neighbor-38: Q3Z3V4, Distance: 2.347
Nearest neighbor-39: P75796, Distance: 2.353
Nearest neighbor-40: Q92W60, Distance: 2.383
Nearest neighbor-41: B4TGI0, Distance: 2.394
Nearest neighbor-42: A7ZLX1, Distance: 2.433
Nearest neighbor-43: Q1H0W2, Distance: 2.470
Nearest neighbor-44: P0A9U2, Distance: 2.493
Nearest neighbor-45: Q2KAW9, Distance: 2.502
Nearest neighbor-46: Q8ZQR6, Distance: 2.538
Nearest neighbor-47: Q8XAY7, Distance: 2.602
Nearest neighbor-48: B2K3G1, Distance: 2.607
Nearest neighbor-49: A1JJ55, Distance: 2.647
Nearest neighbor-50: Q56953, Distance: 2.670


