IVFPQ

Query: A0A009IB02
Nearest neighbor-1: P10802, Distance: 1.189
Nearest neighbor-18: O35828, Distance: 1.503
Nearest neighbor-19: A2QI22, Distance: 1.511
Nearest neighbor-20: A1CXL0, Distance: 1.532
Nearest neighbor-21: Q96U88, Distance: 1.533
Nearest neighbor-22: Q8CFJ9, Distance: 1.542
Nearest neighbor-23: Q8W4D0, Distance: 1.551
Nearest neighbor-24: Q7XIT1, Distance: 1.566
Nearest neighbor-25: Q8TEB1, Distance: 1.576
Nearest neighbor-26: Q05B30, Distance: 1.587
Nearest neighbor-27: A8XSW2, Distance: 1.606
Nearest neighbor-28: Q4R4I8, Distance: 1.613
Nearest neighbor-29: Q8TBZ3, Distance: 1.627
Nearest neighbor-30: B0R0D7, Distance: 1.634
Nearest neighbor-31: B4GMG4, Distance: 1.636
Nearest neighbor-32: P0DL28, Distance: 1.636
Nearest neighbor-33: A8NZM5, Distance: 1.646
Nearest neighbor-34: A5DSU5, Distance: 1.647
Nearest neighbor-35: P12917, Distance: 1.647
Nearest neighbor-36: Q8C6G8, Distance: 1.663
Nearest neighbor-37: Q8N9V6, Distance: 1.664
Nearest neighbor-38: O14186, Distance: 1.675
Nearest neighbor-39: B3H5K9, Distance: 1.675
Nearest neighbor-40: Q6TEN6, Distance: 1.702
Nearest neighbor-41: B3P4F8, Distance: 1.750
Nearest neighbor-42: Q6BKH9, Distance: 1.752
Nearest neighbor-43: O42478, Distance: 1.757
Nearest neighbor-44: P54319, Distance: 1.757
Nearest neighbor-45: G5EEG7, Distance: 1.765
Nearest neighbor-46: Q8MY12, Distance: 1.790
Nearest neighbor-47: Q2QX01, Distance: 1.796
Nearest neighbor-48: P37841, Distance: 1.823
Nearest neighbor-49: Q1L8L6, Distance: 1.898
Nearest neighbor-50: Q2UD93, Distance: 1.977

Query: A0A009PCK4
Nearest neighbor-1: P14181, Distance: 1.671
Nearest neighbor-2: A5UG81, Distance: 1.720
Nearest neighbor-3: P44033, Distance: 1.840
Nearest neighbor-4: Q4QLU9, Distance: 1.912
Nearest neighbor-5: A9KYL6, Distance: 1.983
Nearest neighbor-6: B2J946, Distance: 2.005
Nearest neighbor-7: Q7MHY6, Distance: 2.008
Nearest neighbor-8: Q8E9R5, Distance: 2.009
Nearest neighbor-9: A1SW96, Distance: 2.015
Nearest neighbor-10: Q1Q8I2, Distance: 2.029
Nearest neighbor-11: Q7MAX6, Distance: 2.036
Nearest neighbor-12: Q87PM1, Distance: 2.038
Nearest neighbor-13: Q8EIL1, Distance: 2.046
Nearest neighbor-14: Q7VP87, Distance: 2.048
Nearest neighbor-15: A3DA85, Distance: 2.050
Nearest neighbor-16: P75612, Distance: 2.061
Nearest neighbor-17: A3D8E4, Distance: 2.063
Nearest neighbor-18: B0VRJ4, Distance: 2.069
Nearest neighbor-19: Q6G4C4, Distance: 2.088
Nearest neighbor-20: B0V636, Distance: 2.098
Nearest neighbor-21: Q5WWF9, Distance: 2.103
Nearest neighbor-22: A3QHZ8, Distance: 2.106
Nearest neighbor-23: P20098, Distance: 2.108
Nearest neighbor-24: B8CI04, Distance: 2.113
Nearest neighbor-25: A6VLF9, Distance: 2.119
Nearest neighbor-26: Q9CPH1, Distance: 2.131
Nearest neighbor-27: P54504, Distance: 2.133
Nearest neighbor-28: P0DMD0, Distance: 2.138
Nearest neighbor-29: Q7VM59, Distance: 2.139
Nearest neighbor-30: A1RP91, Distance: 2.148
Nearest neighbor-31: Q3IHQ6, Distance: 2.154
Nearest neighbor-32: B4ET17, Distance: 2.158
Nearest neighbor-33: C5BC48, Distance: 2.187
Nearest neighbor-34: B2TWG0, Distance: 2.200
Nearest neighbor-35: Q7MIT5, Distance: 2.202
Nearest neighbor-36: Q12SP8, Distance: 2.208
Nearest neighbor-37: B1LNS5, Distance: 2.221
Nearest neighbor-38: Q5E320, Distance: 2.238
Nearest neighbor-39: B1IRN3, Distance: 2.241
Nearest neighbor-40: A8GL74, Distance: 2.241
Nearest neighbor-41: Q0I4C6, Distance: 2.249
Nearest neighbor-42: Q5PK68, Distance: 2.251
Nearest neighbor-43: B5BJN9, Distance: 2.251
Nearest neighbor-44: P45544, Distance: 2.256
Nearest neighbor-45: B5BG31, Distance: 2.259
Nearest neighbor-46: Q0I208, Distance: 2.327
Nearest neighbor-47: Q6D3S2, Distance: 2.360
Nearest neighbor-48: Q2NQZ6, Distance: 2.391
Nearest neighbor-49: A9MRB9, Distance: 2.426
Nearest neighbor-50: B5F512, Distance: 2.460


