IVFPQ

Query: A0A001
Nearest neighbor-1: Q03024, Distance: 1.465
Nearest neighbor-19: Q0BH79, Distance: 2.129
Nearest neighbor-20: Q62H59, Distance: 2.135
Nearest neighbor-21: A0K5N5, Distance: 2.137
Nearest neighbor-22: Q8GNH6, Distance: 2.145
Nearest neighbor-23: A5WJJ8, Distance: 2.150
Nearest neighbor-24: P64708, Distance: 2.150
Nearest neighbor-25: Q4ZZK0, Distance: 2.152
Nearest neighbor-26: A4X1R6, Distance: 2.156
Nearest neighbor-27: Q92N13, Distance: 2.171
Nearest neighbor-28: Q3SQ65, Distance: 2.179
Nearest neighbor-29: Q665B6, Distance: 2.180
Nearest neighbor-30: A5VU86, Distance: 2.183
Nearest neighbor-31: Q82G92, Distance: 2.188
Nearest neighbor-32: Q4KBU0, Distance: 2.199
Nearest neighbor-33: Q9HYL7, Distance: 2.226
Nearest neighbor-34: Q9Z651, Distance: 2.242
Nearest neighbor-35: Q9PF03, Distance: 2.254
Nearest neighbor-36: Q5P1F3, Distance: 2.270
Nearest neighbor-37: Q66D71, Distance: 2.282
Nearest neighbor-38: Q987E7, Distance: 2.293
Nearest neighbor-39: Q3Z3V4, Distance: 2.329
Nearest neighbor-40: P75796, Distance: 2.335
Nearest neighbor-41: Q92W60, Distance: 2.347
Nearest neighbor-42: B4TGI0, Distance: 2.353
Nearest neighbor-43: Q7NTN6, Distance: 2.368
Nearest neighbor-44: A7ZLX1, Distance: 2.377
Nearest neighbor-45: Q9F9B0, Distance: 2.384
Nearest neighbor-46: Q1H0W2, Distance: 2.437
Nearest neighbor-47: P0A9U2, Distance: 2.441
Nearest neighbor-48: Q1C812, Distance: 2.458
Nearest neighbor-49: Q2KAW9, Distance: 2.501
Nearest neighbor-50: Q7MFH3, Distance: 2.643

Query: A0A009I3Y5
Nearest neighbor-1: P14181, Distance: 1.687
Nearest neighbor-2: A5UG81, Distance: 1.750
Nearest neighbor-3: P44033, Distance: 1.860
Nearest neighbor-4: Q4QLU9, Distance: 1.906
Nearest neighbor-5: A9KYL6, Distance: 1.985
Nearest neighbor-6: Q7MHY6, Distance: 2.003
Nearest neighbor-7: B2J946, Distance: 2.008
Nearest neighbor-8: Q8E9R5, Distance: 2.014
Nearest neighbor-9: A1SW96, Distance: 2.021
Nearest neighbor-10: P44150, Distance: 2.027
Nearest neighbor-11: Q7MAX6, Distance: 2.032
Nearest neighbor-12: Q12SQ2, Distance: 2.034
Nearest neighbor-13: Q87PM1, Distance: 2.044
Nearest neighbor-14: P75612, Distance: 2.058
Nearest neighbor-15: B0VRJ4, Distance: 2.063
Nearest neighbor-16: A3QHZ8, Distance: 2.106
Nearest neighbor-17: A6VLF9, Distance: 2.114
Nearest neighbor-18: Q9CPH1, Distance: 2.116
Nearest neighbor-19: Q6G4C4, Distance: 2.116
Nearest neighbor-20: B8CI04, Distance: 2.117
Nearest neighbor-21: O35044, Distance: 2.128
Nearest neighbor-22: A1RP91, Distance: 2.138
Nearest neighbor-23: Q12R91, Distance: 2.139
Nearest neighbor-24: Q7VM59, Distance: 2.141
Nearest neighbor-25: Q3IBW7, Distance: 2.146
Nearest neighbor-26: B4ET17, Distance: 2.150
Nearest neighbor-27: B0V7R3, Distance: 2.152
Nearest neighbor-28: Q3IHQ6, Distance: 2.156
Nearest neighbor-29: P47448, Distance: 2.167
Nearest neighbor-30: B7MJ93, Distance: 2.193
Nearest neighbor-31: B2TWG0, Distance: 2.197
Nearest neighbor-32: A7ZZ64, Distance: 2.197
Nearest neighbor-33: Q12SP8, Distance: 2.200
Nearest neighbor-34: B0UWL8, Distance: 2.206
Nearest neighbor-35: B1LNS5, Distance: 2.218
Nearest neighbor-36: B1IRN3, Distance: 2.241
Nearest neighbor-37: Q087P4, Distance: 2.242
Nearest neighbor-38: Q3YZN7, Distance: 2.279
Nearest neighbor-39: Q8XCQ7, Distance: 2.284
Nearest neighbor-40: A1ADH3, Distance: 2.291
Nearest neighbor-41: W0T4A7, Distance: 2.322
Nearest neighbor-42: Q0I208, Distance: 2.332
Nearest neighbor-43: Q9KU62, Distance: 2.365
Nearest neighbor-44: Q9CKD4, Distance: 2.368
Nearest neighbor-45: B8F678, Distance: 2.376
Nearest neighbor-46: A8FRM9, Distance: 2.385
Nearest neighbor-47: Q3JZT9, Distance: 2.524
Nearest neighbor-48: A8AYT9, Distance: 2.529
Nearest neighbor-49: B9DTS3, Distance: 2.565
Nearest neighbor-50: Q8DSQ9, Distance: 2.684


