IVFPQ

Query: A0A002
Nearest neighbor-1: Q51719, Distance: 1.778
Nearest neighbor-19: A1CBB8, Distance: 1.384
Nearest neighbor-20: Q8TEB1, Distance: 1.391
Nearest neighbor-21: Q5NVM2, Distance: 1.393
Nearest neighbor-22: A4IGH4, Distance: 1.400
Nearest neighbor-23: C5DF48, Distance: 1.410
Nearest neighbor-24: A1DE24, Distance: 1.417
Nearest neighbor-25: Q96U88, Distance: 1.420
Nearest neighbor-26: A8XSW2, Distance: 1.420
Nearest neighbor-27: G5EEG7, Distance: 1.437
Nearest neighbor-28: Q8BX09, Distance: 1.441
Nearest neighbor-29: Q4P553, Distance: 1.446
Nearest neighbor-30: Q8CFJ9, Distance: 1.451
Nearest neighbor-31: Q24246, Distance: 1.475
Nearest neighbor-32: Q8R2N2, Distance: 1.479
Nearest neighbor-33: Q8BH57, Distance: 1.483
Nearest neighbor-34: Q8GYE0, Distance: 1.491
Nearest neighbor-35: P0DL28, Distance: 1.494
Nearest neighbor-36: O74340, Distance: 1.495
Nearest neighbor-37: Q8C6G8, Distance: 1.512
Nearest neighbor-38: Q6TEN6, Distance: 1.517
Nearest neighbor-39: Q5VQ78, Distance: 1.525
Nearest neighbor-40: P93107, Distance: 1.525
Nearest neighbor-41: P0CS40, Distance: 1.550
Nearest neighbor-42: Q6KAU8, Distance: 1.581
Nearest neighbor-43: A2QPW4, Distance: 1.587
Nearest neighbor-44: B4J8H6, Distance: 1.603
Nearest neighbor-45: Q7ZTY4, Distance: 1.638
Nearest neighbor-46: B0R0D7, Distance: 1.640
Nearest neighbor-47: Q5R654, Distance: 1.671
Nearest neighbor-48: P0CS42, Distance: 1.711
Nearest neighbor-49: A0A1W2PR48, Distance: 1.719
Nearest neighbor-50: Q7YR70, Distance: 1.792

Query: A0A001
Nearest neighbor-1: A5WJJ8, Distance: 2.081
Nearest neighbor-2: P64708, Distance: 2.081
Nearest neighbor-3: D3KU66, Distance: 2.085
Nearest neighbor-4: A4X1R6, Distance: 2.124
Nearest neighbor-5: A1UKA3, Distance: 2.142
Nearest neighbor-6: P9WGX2, Distance: 2.154
Nearest neighbor-7: Q82G92, Distance: 2.164
Nearest neighbor-8: P9WIL0, Distance: 2.169
Nearest neighbor-9: C7MSY6, Distance: 2.175
Nearest neighbor-10: B1VN94, Distance: 2.190
Nearest neighbor-11: B8J6V6, Distance: 2.211
Nearest neighbor-12: E1V4F9, Distance: 2.215
Nearest neighbor-13: A0QS28, Distance: 2.223
Nearest neighbor-14: B7GQ78, Distance: 2.276
Nearest neighbor-15: A3NSE4, Distance: 2.284
Nearest neighbor-16: Q1AS21, Distance: 2.302
Nearest neighbor-17: A9INR9, Distance: 2.315
Nearest neighbor-18: A3NWL7, Distance: 2.341
Nearest neighbor-19: P43161, Distance: 2.355
Nearest neighbor-20: A8L764, Distance: 2.363
Nearest neighbor-21: A1V2C2, Distance: 2.382
Nearest neighbor-22: C6E5S6, Distance: 2.389
Nearest neighbor-23: Q0RNE2, Distance: 2.409
Nearest neighbor-24: P64315, Distance: 2.415
Nearest neighbor-25: A2S291, Distance: 2.422
Nearest neighbor-26: Q7U1S4, Distance: 2.446
Nearest neighbor-27: Q609F9, Distance: 2.448
Nearest neighbor-28: Q8PN36, Distance: 2.450
Nearest neighbor-29: B2FTB9, Distance: 2.453
Nearest neighbor-30: P67233, Distance: 2.457
Nearest neighbor-31: A5UTG1, Distance: 2.470
Nearest neighbor-32: B6IPI1, Distance: 2.477
Nearest neighbor-33: P9WPW8, Distance: 2.502
Nearest neighbor-34: P9WPW9, Distance: 2.502
Nearest neighbor-35: A4VFI1, Distance: 2.514
Nearest neighbor-36: Q8XU66, Distance: 2.519
Nearest neighbor-37: A0QUZ7, Distance: 2.522
Nearest neighbor-38: A1B945, Distance: 2.544
Nearest neighbor-39: B0U5Z5, Distance: 2.562
Nearest neighbor-40: B8ITV7, Distance: 2.568
Nearest neighbor-41: Q7WF92, Distance: 2.572
Nearest neighbor-42: P9WFY4, Distance: 2.581
Nearest neighbor-43: A9HEL1, Distance: 2.582
Nearest neighbor-44: Q8PQ21, Distance: 2.599
Nearest neighbor-45: Q0BTT2, Distance: 2.609
Nearest neighbor-46: B5FI72, Distance: 2.614
Nearest neighbor-47: B0R403, Distance: 2.624
Nearest neighbor-48: D5AKX8, Distance: 2.689
Nearest neighbor-49: Q9I0F2, Distance: 2.728
Nearest neighbor-50: Q4UZB8, Distance: 2.745


